combined_sheet,batch,source_workbook,source_sheet,excel_row,account,recommended_action,evidence_url,row_json
trigger_cards,3,pat_trigger_search_batch_003.xlsx,Trigger Cards,19,Original Equipment Suppliers Association,Light research first,https://www.mema.org/events/original-equipment-events,"{""Account Name"": ""Original Equipment Suppliers Association"", ""Rank"": 397, ""Segment"": ""Association/Nonprofit"", ""Signal Type"": ""Learning labs / supplier briefings"", ""Trigger Found"": ""OESA appears to operate under MEMA Original Equipment Suppliers; MEMA OE events include May 2026 Learning Lab Series, industry briefings, webinars, and a June 2026 Southern Supplier Summit."", ""Evidence URL"": ""https://www.mema.org/events/original-equipment-events"", ""Evidence Date"": ""May-June 2026 event listings"", ""Trigger Score"": 4, ""Evidence Quality"": ""Strong"", ""Recommended Action"": ""Light research first"", ""Why It Matters"": ""Current member-learning programming is strong, but account naming requires light validation."", ""Suggested Persona"": ""Member education, supplier programming, or events leader"", ""Brightspace Angle"": ""Compare delivery and follow-up for learning labs, supplier summits, webinars, and member training content."", ""Outreach Draft"": ""Noticed OESA/MEMA Original Equipment Suppliers has several 2026 learning-style events, including Learning Labs, supplier briefings, webinars, and the Southern Supplier Summit. That caught my eye because suppliers need timely, role-relevant education as policy, technology, and OEM expectations shift. Curious how your team is thinking about the learning experience around those programs. Worth comparing notes?"", ""Discovery Question"": ""How do members find and revisit the right supplier education after a webinar, summit, or learning lab?"", ""Do Not Claim"": ""Do not claim OESA has a formal LMS need or that all events are credit-bearing."", ""Research Gap"": ""Validate OESA/MEMA account naming and current program owner."", ""_excel_row"": 19, ""_batch"": 3, ""_source_workbook"": ""pat_trigger_search_batch_003.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,3,pat_trigger_search_batch_003.xlsx,Trigger Cards,20,ABC Apprenticeship Training Trust,Account research first,https://abcconvention.abc.org/Programs/ABC-Apprenticeship-Trust-Academy,"{""Account Name"": ""ABC Apprenticeship Training Trust"", ""Rank"": 352, ""Segment"": ""Association/Nonprofit"", ""Signal Type"": ""Apprenticeship trust academy"", ""Trigger Found"": ""ABC Convention 2026 promotes an ABC Apprenticeship Trust Academy as continuing education for administering merit shop apprenticeship programs."", ""Evidence URL"": ""https://abcconvention.abc.org/Programs/ABC-Apprenticeship-Trust-Academy"", ""Evidence Date"": ""2026 convention program"", ""Trigger Score"": 3, ""Evidence Quality"": ""Medium"", ""Recommended Action"": ""Account research first"", ""Why It Matters"": ""Relevant workforce-learning category, but current evidence is national ABC rather than local trust."", ""Suggested Persona"": ""Apprenticeship training trust or education administrator"", ""Brightspace Angle"": ""Explore whether the Wisconsin trust itself manages apprenticeship curriculum, class progress, employer reporting, or continuing education."", ""Outreach Draft"": null, ""Discovery Question"": ""What learning administration does the local trust own versus national ABC programs?"", ""Do Not Claim"": ""Do not claim the tracked Wisconsin trust runs the national academy or needs a platform."", ""Research Gap"": ""Find the Wisconsin trust website and current apprenticeship program details."", ""_excel_row"": 20, ""_batch"": 3, ""_source_workbook"": ""pat_trigger_search_batch_003.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,3,pat_trigger_search_batch_003.xlsx,Trigger Cards,21,National Association of Radio and Telecommunications Engineers,Account research first,https://sbe.org/certification/certification-levels/,"{""Account Name"": ""National Association of Radio and Telecommunications Engineers"", ""Rank"": 395, ""Segment"": ""Association/Nonprofit"", ""Signal Type"": ""Telecom/radio certification adjacent"", ""Trigger Found"": ""Search results surfaced adjacent wireless/broadcast certification bodies with remote-proctored exams and certification levels; NARTE identity/current status needs validation before outreach."", ""Evidence URL"": ""https://sbe.org/certification/certification-levels/"", ""Evidence Date"": ""Current SBE certification page; NARTE-specific evidence weak"", ""Trigger Score"": 2, ""Evidence Quality"": ""Weak"", ""Recommended Action"": ""Account research first"", ""Why It Matters"": ""Included under looser threshold only as identity cleanup; not outreach-ready."", ""Suggested Persona"": ""Certification or training leader if entity is active"", ""Brightspace Angle"": ""Validate whether NARTE is active and whether certification programs remain under that name or adjacent bodies."", ""Outreach Draft"": null, ""Discovery Question"": ""Is this account still active under NARTE, or should the certification conversation point elsewhere?"", ""Do Not Claim"": ""Do not claim SBE or NWSA activity belongs to NARTE."", ""Research Gap"": ""Resolve account identity/status first."", ""_excel_row"": 21, ""_batch"": 3, ""_source_workbook"": ""pat_trigger_search_batch_003.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,3,pat_trigger_search_batch_003.xlsx,Trigger Cards,22,International Literacy Association,Account research first,https://www.literacyworldwide.org/docs/default-source/default-document-library/ila-media-guide.pdf,"{""Account Name"": ""International Literacy Association"", ""Rank"": 364, ""Segment"": ""Association/Nonprofit"", ""Signal Type"": ""Professional development / digital events"", ""Trigger Found"": ""ILA’s 2026-2027 media guide says the organization provides impactful professional development and learning experiences through digital events, and supports educators/researchers with standards and resources."", ""Evidence URL"": ""https://www.literacyworldwide.org/docs/default-source/default-document-library/ila-media-guide.pdf"", ""Evidence Date"": ""2026-2027 media guide"", ""Trigger Score"": 3, ""Evidence Quality"": ""Medium"", ""Recommended Action"": ""Account research first"", ""Why It Matters"": ""Relevant professional-learning organization, but evidence is broad media-guide language."", ""Suggested Persona"": ""Professional learning, digital events, or member engagement leader"", ""Brightspace Angle"": ""Explore whether ILA has current digital-event learning pathways, member PD products, or educator-resource delivery needs."", ""Outreach Draft"": null, ""Discovery Question"": ""What digital professional learning does ILA want members to keep coming back to between major events?"", ""Do Not Claim"": ""Do not claim a new 2026 program launch or credit-bearing learning."", ""Research Gap"": ""Find a specific current ILA event/program page."", ""_excel_row"": 22, ""_batch"": 3, ""_source_workbook"": ""pat_trigger_search_batch_003.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,3,pat_trigger_search_batch_003.xlsx,Trigger Cards,23,American Lung Association Of O,Account research first,https://www.lung.org,"{""Account Name"": ""American Lung Association Of O"", ""Rank"": 359, ""Segment"": ""Association/Nonprofit"", ""Signal Type"": ""Health education / training possible"", ""Trigger Found"": ""The tracked Ohio account appears to be a local/chapter variant; no batch-specific current learning trigger was validated, but American Lung Association broadly offers public/professional health education."", ""Evidence URL"": ""https://www.lung.org"", ""Evidence Date"": ""Current organization site; account-specific evidence not validated"", ""Trigger Score"": 2, ""Evidence Quality"": ""Weak"", ""Recommended Action"": ""Account research first"", ""Why It Matters"": ""Included only because user requested less strict work-now coverage; not seller-ready."", ""Suggested Persona"": ""Education/programs leader if local entity is valid"", ""Brightspace Angle"": ""Validate account identity and whether the Ohio entity runs training, courses, or professional education."", ""Outreach Draft"": null, ""Discovery Question"": ""Is there a local Ohio program with structured education that Pat can anchor to?"", ""Do Not Claim"": ""Do not claim a chapter-specific trigger or training initiative."", ""Research Gap"": ""Resolve account identity and current website."", ""_excel_row"": 23, ""_batch"": 3, ""_source_workbook"": ""pat_trigger_search_batch_003.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,2,American Association of Bovine Practitioners,Send now,https://aabp.org/meeting/default.asp,"{""Priority"": 1, ""Source Rank"": 401, ""Account"": ""American Association of Bovine Practitioners"", ""State"": ""Ohio"", ""Segment bucket"": ""Credentialing / CE"", ""Execution status"": ""Send now"", ""Final work-now score"": 88, ""Account fit score"": 85, ""Why-now score"": 20, ""Evidence score"": 18, ""Reachability score"": 17, ""D2L angle score"": 14, ""Story fit score"": 14, ""Verified facts"": ""2026 annual conference Aug. 27-29 offers 22.5 CE credits, virtual attendance, recordings, preconference seminars, and clinical/scientific tracks."", ""Inferences"": ""Veterinary CE and member education catalog with hybrid/recorded access."", ""Unknowns"": ""Could be happy with current AABP portal/vendor; validate how they manage recordings, credits, and reporting."", ""Evidence quality"": ""Strong"", ""Why now"": ""AABP is actively promoting 2026 CE with virtual access and recordings."", ""Best Brightspace angle"": ""Member CE at scale: one place for live/virtual/on-demand learning, credit tracking, and member segmentation."", ""Recommended next move"": ""Send a relevance-first email around CE operations and post-event recordings."", ""Source URL"": ""https://aabp.org/meeting/default.asp"", ""Draft note"": ""Curious how you are thinking about the member experience after the conference wraps. With CE, recordings, virtual access, and credits all in play, AABP feels like the kind of group where the learning operation matters as much as the event itself. Worth comparing notes?"", ""_excel_row"": 2, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,3,American Academy of Allergy Asthma & Immunology,Send now,https://education.aaaai.org/,"{""Priority"": 2, ""Source Rank"": 457, ""Account"": ""American Academy of Allergy Asthma & Immunology"", ""State"": ""Wisconsin"", ""Segment bucket"": ""Credentialing / CME"", ""Execution status"": ""Send now"", ""Final work-now score"": 87, ""Account fit score"": 86, ""Why-now score"": 19, ""Evidence score"": 17, ""Reachability score"": 17, ""D2L angle score"": 14, ""Story fit score"": 14, ""Verified facts"": ""AAAAI Education Center has course catalog, webinars/recordings, CME/MOC credit reporting to ABAI, transcript, and recent courses; site is powered by EthosCE."", ""Inferences"": ""Mature CE business with LMS-specific footprint; competitive displacement or expansion conversation."", ""Unknowns"": ""They already run EthosCE, so this is a competitive account and likely needs a sharp reason to revisit."", ""Evidence quality"": ""Strong"", ""Why now"": ""Active education center with CME/MOC reporting and recent courses."", ""Best Brightspace angle"": ""Competitive Brightspace angle: learner experience, analytics, integrations, catalog management, and operational consolidation."", ""Recommended next move"": ""Research current CE owner and only engage with a crisp platform-change hypothesis."", ""Source URL"": ""https://education.aaaai.org/"", ""Draft note"": ""Saw AAAAI has a pretty built-out education center with CME/MOC reporting and webinars. I am not assuming you are looking to change anything, but I would be curious how your team thinks about the next layer: reporting, learner experience, and keeping the catalog easy to manage."", ""_excel_row"": 3, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,4,Society for Industrial and Applied Mathematics,Light research first,https://www.siam.org/conferences-events/siam-conferences/,"{""Priority"": 3, ""Source Rank"": 408, ""Account"": ""Society for Industrial and Applied Mathematics"", ""State"": ""Pennsylvania"", ""Segment bucket"": ""Association / professional society"", ""Execution status"": ""Light research first"", ""Final work-now score"": 80, ""Account fit score"": 80, ""Why-now score"": 17, ""Evidence score"": 17, ""Reachability score"": 16, ""D2L angle score"": 14, ""Story fit score"": 12, ""Verified facts"": ""SIAM promotes 2026 Annual Meeting July 6-10 in Cleveland, webinars/seminars/workshops, activity groups, chapters, and 14,000+ members."", ""Inferences"": ""Large member education/event ecosystem; likely distributed audiences across conferences, sections, chapters, and professional development."", ""Unknowns"": ""Need confirm whether SIAM has paid/on-demand learning or mostly conference/event content."", ""Evidence quality"": ""Strong"", ""Why now"": ""2026 Annual Meeting is currently being promoted; broader events menu includes webinars and workshops."", ""Best Brightspace angle"": ""Brightspace angle is organized member learning across conferences, sections, student chapters, and recordings."", ""Recommended next move"": ""Light research on digital learning/catalog ownership before outreach."", ""Source URL"": ""https://www.siam.org/conferences-events/siam-conferences/"", ""Draft note"": ""Noticed SIAM has a big 2026 meeting coming up, plus webinars, workshops, sections, and student chapters. Curious how centralized the learning experience is for members across all of that, or if it is still mostly event-by-event."", ""_excel_row"": 4, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,5,Pennsylvannia Institute of Certified Public Accountants,Send now,https://www.picpa.org/,"{""Priority"": 4, ""Source Rank"": 455, ""Account"": ""Pennsylvannia Institute of Certified Public Accountants"", ""State"": ""Pennsylvania"", ""Segment bucket"": ""Credentialing / CPE"", ""Execution status"": ""Send now"", ""Final work-now score"": 85, ""Account fit score"": 84, ""Why-now score"": 19, ""Evidence score"": 17, ""Reachability score"": 16, ""D2L angle score"": 14, ""Story fit score"": 12, ""Verified facts"": ""CPA association with likely CPE motion; account name indicates certified public accountant member base and CPE is central to license maintenance."", ""Inferences"": ""High-fit CPE provider where catalog, credits, transcript, and member pricing likely matter."", ""Unknowns"": ""Need verify current CPE catalog and platform before a direct claim."", ""Evidence quality"": ""Medium"", ""Why now"": ""Professional license education is recurring and compliance-driven."", ""Best Brightspace angle"": ""CPE catalog-to-credit workflow, member/nonmember pricing, reporting, and certificates."", ""Recommended next move"": ""Send after a quick website check for the current CPE owner/persona."", ""Source URL"": ""https://www.picpa.org/"", ""Draft note"": ""PICPA caught my eye because CPE is one of those member benefits where the behind-the-scenes workflow can get heavy fast: catalog, credit, certificates, and reporting. Curious how your team is thinking about that experience this year."", ""_excel_row"": 5, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,6,Ohio State Bar Association,Light research first,https://www.ohiobar.org/,"{""Priority"": 5, ""Source Rank"": 419, ""Account"": ""Ohio State Bar Association"", ""State"": ""Ohio"", ""Segment bucket"": ""Credentialing / CLE"", ""Execution status"": ""Light research first"", ""Final work-now score"": 82, ""Account fit score"": 82, ""Why-now score"": 18, ""Evidence score"": 16, ""Reachability score"": 16, ""D2L angle score"": 13, ""Story fit score"": 12, ""Verified facts"": ""State bar association; public search confirms large voluntary bar association with legal-professional membership. CLE is a likely core member education motion."", ""Inferences"": ""Legal CLE is a strong Brightspace use case, but specific 2026 CLE trigger needs validation."", ""Unknowns"": ""Need verify CLE catalog, current LMS, and education director."", ""Evidence quality"": ""Medium"", ""Why now"": ""Legal associations have recurring CLE requirements and member education revenue."", ""Best Brightspace angle"": ""CLE catalog, compliance reporting, certificates, and on-demand learning."", ""Recommended next move"": ""Light research first: find CLE platform and education leader."", ""Source URL"": ""https://www.ohiobar.org/"", ""Draft note"": ""OSBA looks like a strong CLE fit, but I would want to validate the current education setup before making assumptions. The angle is pretty simple: how easy is it for members to find courses, earn credit, and for your team to report on it?"", ""_excel_row"": 6, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,7,Ohio Health Care Association,Light research first,https://www.ohca.org/,"{""Priority"": 6, ""Source Rank"": 454, ""Account"": ""Ohio Health Care Association"", ""State"": ""Ohio"", ""Segment bucket"": ""Healthcare CE / workforce"", ""Execution status"": ""Light research first"", ""Final work-now score"": 81, ""Account fit score"": 81, ""Why-now score"": 18, ""Evidence score"": 16, ""Reachability score"": 15, ""D2L angle score"": 14, ""Story fit score"": 12, ""Verified facts"": ""Long-term care/healthcare association with education/events likely tied to member compliance and workforce training."", ""Inferences"": ""Healthcare association: CE/compliance and workforce education are likely needs."", ""Unknowns"": ""Need verify current education calendar and credential/CE requirements."", ""Evidence quality"": ""Medium"", ""Why now"": ""Healthcare workforce training and CE are constant operational needs."", ""Best Brightspace angle"": ""CE/compliance learning, certificate tracking, reporting by facility/member type."", ""Recommended next move"": ""Find education page/contact, then send a fit-check."", ""Source URL"": ""https://www.ohca.org/"", ""Draft note"": ""OHCA feels like the kind of member group where education is not just a nice-to-have. For healthcare providers, CE, compliance, and staff readiness all tend to show up in the same conversation. Worth a quick compare-notes conversation?"", ""_excel_row"": 7, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,8,MEA Energy Association,Send now,https://www.meaenergy.org/,"{""Priority"": 7, ""Source Rank"": 458, ""Account"": ""MEA Energy Association"", ""State"": ""Minnesota"", ""Segment bucket"": ""Training provider / workforce"", ""Execution status"": ""Send now"", ""Final work-now score"": 84, ""Account fit score"": 83, ""Why-now score"": 18, ""Evidence score"": 17, ""Reachability score"": 16, ""D2L angle score"": 14, ""Story fit score"": 13, ""Verified facts"": ""MEA Energy Association is positioned around energy-industry training; likely technical, safety, operator, and field workforce education."", ""Inferences"": ""Strong workforce training fit: utility/energy audiences, safety-critical learning, and repeatable course delivery."", ""Unknowns"": ""Need confirm current course catalog and whether training is external/member-facing."", ""Evidence quality"": ""Medium"", ""Why now"": ""Energy workforce training is recurring and compliance-sensitive."", ""Best Brightspace angle"": ""Training operations at scale: enrollments, completions, customer/member cohorts, and reporting."", ""Recommended next move"": ""Send a fit-check to training/education leadership after contact lookup."", ""Source URL"": ""https://www.meaenergy.org/"", ""Draft note"": ""MEA caught my eye because energy training usually has a lot riding on it: safety, consistency, completion tracking, and proof that people are ready for the work. Curious how your team is managing that across courses and audiences today."", ""_excel_row"": 8, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,9,Metal Treating Institute,Light research first,https://www.heattreat.net/,"{""Priority"": 8, ""Source Rank"": 432, ""Account"": ""Metal Treating Institute"", ""State"": ""Tennessee"", ""Segment bucket"": ""Training provider / manufacturing"", ""Execution status"": ""Light research first"", ""Final work-now score"": 79, ""Account fit score"": 79, ""Why-now score"": 17, ""Evidence score"": 16, ""Reachability score"": 15, ""D2L angle score"": 13, ""Story fit score"": 12, ""Verified facts"": ""Industry association for metal treating; likely member education and technical training fit."", ""Inferences"": ""Manufacturing association with technical education and workforce development angle."", ""Unknowns"": ""Need validate active academy/course catalog and current platform."", ""Evidence quality"": ""Medium"", ""Why now"": ""Technical associations often need repeatable training and certification support."", ""Best Brightspace angle"": ""Member technical training, course libraries, and reporting for company learners."", ""Recommended next move"": ""Light research: confirm academy/training program and training contact."", ""Source URL"": ""https://www.heattreat.net/"", ""Draft note"": ""MTI looks like a practical workforce-training fit. I would keep this as a fit-check until we confirm the current training setup, but the likely angle is technical learning for member companies and their teams."", ""_excel_row"": 9, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,10,The American Ceramic Society,Light research first,https://ceramics.org/,"{""Priority"": 9, ""Source Rank"": 451, ""Account"": ""The American Ceramic Society"", ""State"": ""Ohio"", ""Segment bucket"": ""Association / technical education"", ""Execution status"": ""Light research first"", ""Final work-now score"": 79, ""Account fit score"": 80, ""Why-now score"": 17, ""Evidence score"": 16, ""Reachability score"": 15, ""D2L angle score"": 13, ""Story fit score"": 12, ""Verified facts"": ""ACerS has Education and Professional Development Council, webinars/young professionals programming, and materials-science member audiences."", ""Inferences"": ""Technical professional society with education, webinars, and career-stage programming."", ""Unknowns"": ""Need current course/catalog trigger; not enough for a hard pitch."", ""Evidence quality"": ""Medium"", ""Why now"": ""Professional development council and member education infrastructure indicate learning motion."", ""Best Brightspace angle"": ""Brightspace angle: professional development catalog and member/community learning."", ""Recommended next move"": ""Light research first, then fit-check around education operations."", ""Source URL"": ""https://ceramics.org/"", ""Draft note"": ""ACerS seems to have a real professional-development thread through the member experience. I would be curious whether learning is managed centrally today or spread across events, webinars, councils, and communities."", ""_excel_row"": 10, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,11,The Association of Technical Personnel in Ophthalmology,Account research first,https://www.jcahpo.org/,"{""Priority"": 10, ""Source Rank"": 478, ""Account"": ""The Association of Technical Personnel in Ophthalmology"", ""State"": ""Kentucky"", ""Segment bucket"": ""Healthcare certification / CE"", ""Execution status"": ""Account research first"", ""Final work-now score"": 76, ""Account fit score"": 78, ""Why-now score"": 16, ""Evidence score"": 15, ""Reachability score"": 15, ""D2L angle score"": 12, ""Story fit score"": 10, ""Verified facts"": ""ATPO is listed as an organizational council representative in ophthalmic allied health; related IJCAHPO certification ecosystem includes COA/COT/COMT and CE credits."", ""Inferences"": ""Could be a path into ophthalmic technician education/certification ecosystem, but ATPO-specific control is unclear."", ""Unknowns"": ""Need determine whether ATPO itself owns education or mostly participates through IJCAHPO."", ""Evidence quality"": ""Medium"", ""Why now"": ""Ophthalmic personnel certification and CE are a strong learning-platform category."", ""Best Brightspace angle"": ""Credential prep, CE tracking, and allied-health learner management if ATPO owns programming."", ""Recommended next move"": ""Account research first: map ATPO vs IJCAHPO role before outreach."", ""Source URL"": ""https://www.jcahpo.org/"", ""Draft note"": ""This one needs a little homework before sending. The broader ophthalmic technician ecosystem has certification and CE, but I would want to confirm what ATPO owns directly versus what sits with IJCAHPO."", ""_excel_row"": 11, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,12,Tennessee Department of Labor and Workforce Development,Account research first,https://www.tn.gov/workforce.html,"{""Priority"": 11, ""Source Rank"": 468, ""Account"": ""Tennessee Department of Labor and Workforce Development"", ""State"": ""Tennessee"", ""Segment bucket"": ""Public sector / workforce"", ""Execution status"": ""Account research first"", ""Final work-now score"": 78, ""Account fit score"": 82, ""Why-now score"": 15, ""Evidence score"": 16, ""Reachability score"": 16, ""D2L angle score"": 13, ""Story fit score"": 8, ""Verified facts"": ""State labor/workforce agency; likely workforce programs and public learner audiences."", ""Inferences"": ""Potential workforce-development fit, but procurement/public-sector path and current systems are unknown."", ""Unknowns"": ""Need program-specific trigger and existing LMS/procurement context."", ""Evidence quality"": ""Medium"", ""Why now"": ""Workforce agencies frequently run training, grants, and employer/learner programs."", ""Best Brightspace angle"": ""Workforce learning, partner visibility, reporting, and outcomes tracking."", ""Recommended next move"": ""Research current workforce programs and procurement before contact."", ""Source URL"": ""https://www.tn.gov/workforce.html"", ""Draft note"": ""Worth researching, not blasting. The fit is workforce programs and reporting, but the seller move needs to be tied to a specific initiative or public program, not a generic LMS note."", ""_excel_row"": 12, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,13,CGFNS International,Light research first,https://www.trumerit.org/,"{""Priority"": 12, ""Source Rank"": 469, ""Account"": ""CGFNS International"", ""State"": ""Pennsylvania"", ""Segment bucket"": ""Credentialing / healthcare workforce"", ""Execution status"": ""Light research first"", ""Final work-now score"": 82, ""Account fit score"": 83, ""Why-now score"": 17, ""Evidence score"": 16, ""Reachability score"": 16, ""D2L angle score"": 13, ""Story fit score"": 12, ""Verified facts"": ""CGFNS/TruMerit provides credential evaluation, verification, and examination services for foreign-educated nurses and allied healthcare professionals."", ""Inferences"": ""Credentialing workflow plus healthcare workforce audience could align to prep, education, and assessment-adjacent learning."", ""Unknowns"": ""Need know whether they offer learning/prep content or only evaluation/exam services."", ""Evidence quality"": ""Medium"", ""Why now"": ""Healthcare credentialing and international nurse mobility remain active workforce topics."", ""Best Brightspace angle"": ""Credential readiness, candidate education, reporting, and learner support if content exists."", ""Recommended next move"": ""Light research first: check TruMerit programs and education owner."", ""Source URL"": ""https://www.trumerit.org/"", ""Draft note"": ""CGFNS/TruMerit is interesting because the audience and credentialing workflow are strong. I would keep the first touch as a fit-check around candidate education and readiness, not assume they run a full learning catalog."", ""_excel_row"": 13, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,14,Minnesota Funeral Directors Association,Light research first,https://www.mnfuneral.org/,"{""Priority"": 13, ""Source Rank"": 472, ""Account"": ""Minnesota Funeral Directors Association"", ""State"": ""Minnesota"", ""Segment bucket"": ""Credentialing / CE"", ""Execution status"": ""Light research first"", ""Final work-now score"": 77, ""Account fit score"": 78, ""Why-now score"": 17, ""Evidence score"": 15, ""Reachability score"": 15, ""D2L angle score"": 12, ""Story fit score"": 11, ""Verified facts"": ""State funeral directors association; profession typically requires continuing education, but current MFDA program needs validation."", ""Inferences"": ""Niche CE/member education fit; likely smaller but practical."", ""Unknowns"": ""Need verify active CE calendar, platform, and audience size."", ""Evidence quality"": ""Weak"", ""Why now"": ""Professional licensure CE is the likely trigger, but evidence is not yet strong."", ""Best Brightspace angle"": ""CE course delivery, certificates, and member reporting."", ""Recommended next move"": ""Light research before any message; do not overstate."", ""Source URL"": ""https://www.mnfuneral.org/"", ""Draft note"": ""MFDA could be a neat CE fit, but I would keep it light. First step is validating the current education calendar and who owns it."", ""_excel_row"": 14, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,15,Pennsylvania Dental Association,Light research first,https://www.pda.org/,"{""Priority"": 14, ""Source Rank"": 477, ""Account"": ""Pennsylvania Dental Association"", ""State"": ""Pennsylvania"", ""Segment bucket"": ""Credentialing / CE"", ""Execution status"": ""Light research first"", ""Final work-now score"": 81, ""Account fit score"": 81, ""Why-now score"": 18, ""Evidence score"": 16, ""Reachability score"": 15, ""D2L angle score"": 13, ""Story fit score"": 12, ""Verified facts"": ""Dental association with likely CE offerings for licensed professionals; specific current course trigger needs validation."", ""Inferences"": ""Strong association CE fit: certificates, member/nonmember pricing, credit tracking."", ""Unknowns"": ""Need verify current PDA CE platform and course calendar."", ""Evidence quality"": ""Medium"", ""Why now"": ""Dental licensure creates recurring CE demand."", ""Best Brightspace angle"": ""CE catalog, reporting, learner transcript, and on-demand dental education."", ""Recommended next move"": ""Light research then send to education/learning contact."", ""Source URL"": ""https://www.pda.org/"", ""Draft note"": ""PDA looks like a solid CE fit. I would validate the current course catalog first, then reach out around the operational side: credits, certificates, on-demand learning, and making it easy for members."", ""_excel_row"": 15, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
trigger_cards,4,pat_trigger_search_batch_004.xlsx,Trigger Cards,16,International Surface Fabricators Association,Account research first,https://www.isfanow.org/,"{""Priority"": 15, ""Source Rank"": 480, ""Account"": ""International Surface Fabricators Association"", ""State"": ""Pennsylvania"", ""Segment bucket"": ""Trade association / training"", ""Execution status"": ""Account research first"", ""Final work-now score"": 75, ""Account fit score"": 77, ""Why-now score"": 15, ""Evidence score"": 15, ""Reachability score"": 15, ""D2L angle score"": 12, ""Story fit score"": 10, ""Verified facts"": ""Trade association for surface fabricators; likely technical training, events, and workforce education fit."", ""Inferences"": ""Hands-on trade training could map to member/company education if ISFA owns courses."", ""Unknowns"": ""Need confirm current training/certification program; evidence too thin for direct outreach."", ""Evidence quality"": ""Weak"", ""Why now"": ""Trade skills education is plausible, but trigger needs validation."", ""Best Brightspace angle"": ""Technical training, member company learners, and completion reporting."", ""Recommended next move"": ""Account research first."", ""Source URL"": ""https://www.isfanow.org/"", ""Draft note"": ""This is a possible technical-training fit, but I would not send until we confirm the current training program and who owns it."", ""_excel_row"": 16, ""_batch"": 4, ""_source_workbook"": ""pat_trigger_search_batch_004.xlsx"", ""_source_sheet"": ""Trigger Cards""}"
